path,label,width,height,pixel_sha256,phash,split_group,split
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104817.jpg,Healthy,300,300,2f87b2126712ce2f3a1db8c92e07fc2fcb8cf8caeadc37bcc01197af6fe84ed5,759973119858016352,group-00267,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104817_1.jpg,Healthy,300,300,cf0d05b7bcec42bf181d7c2ed5c5c27bc82f658cc31f15a82813fc38705f379b,777969926181453920,group-00267,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104819.jpg,Healthy,300,300,338b933e8679f873d0fe76e578adcec770857123c19e82c1330640db6d830c34,5675564153007996960,group-00268,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104819_1.jpg,Healthy,300,300,8e4bcdf5f196462c9472d14bd26599235fd2cc6b399d1bc48a652f160998c1ba,5585228277669922848,group-00269,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104821.jpg,Healthy,300,300,796ee6eadee1a2e2fe7077d06bf5e0d632011b4f7998386be8070af506a54c38,3243426840651464736,group-00270,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104822.jpg,Healthy,300,300,1d51198c8ac12248f248ff05e61567fa1e5f8715e33880c8911e07b53d94b84b,7890517116309176400,group-00271,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104823.jpg,Healthy,300,300,b5ccd0bdd25e690e73b5fd358fe08e207256c3a44b9242d25a8c262ec7689d44,3406620753951424512,group-00272,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104825.jpg,Healthy,300,300,184c45bf5fd6a69386693f3dfb0e7b42ce6d334e20edb72c5c5aefac70ece38a,7964205748068087841,group-00273,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104828.jpg,Healthy,300,300,6f947265dd2676c6a7c6d42307aac415bb50ad85ea638ff92abca51a97b1cdce,3502849907396636673,group-00274,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104828_1.jpg,Healthy,300,300,9c7236e33e81ac9b497de620d385b553258f96b3feb163e5581fc00e2a5865d5,6970601897982095361,group-00275,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104831.jpg,Healthy,300,300,bbf95982d8de243ec401a9914d2a55755efedb64588bf086c24dc5e08f5b87e4,4201522545147572361,group-00276,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104834.jpg,Healthy,300,300,cba74acc9411806d4e7dcc4aeda0b49977f205a5f508962229af32cc924c1433,1891165285458703521,group-00277,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104836.jpg,Healthy,300,300,cfef65027f99b5bdcb67b756e56be05ef669ee67aff28fbd62b4491c2b0570e9,7999226503339625609,group-00278,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104836_1.jpg,Healthy,300,300,03553a6d78e62116427e87ad72e7fff733ba58795819d024ff8f2113dd51ca20,7927169012637289609,group-00279,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104837.jpg,Healthy,300,300,add8207f3ee8d991a57d30e6c1be6eab4e389e2fe3341aee314ace6d4f87a110,7998659258671082697,group-00280,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104838.jpg,Healthy,300,300,acf6d863d48857627c06c08a87e675e759fe7f1edc5979886f8653eec626a78b,3316042645641014465,group-00281,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104840.jpg,Healthy,300,300,4c190727dd9027174aea0fec2cae54be087117db73d1286ad4a5e69257287dcb,8000360526087358049,group-00282,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104841.jpg,Healthy,300,300,3f41bf2abe7c8c6ba7488b785111f9b9074c632b8e7eca112ac4b3350c655877,7896702968001365825,group-00284,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104843.jpg,Healthy,300,300,e0a0ac362658893b34cd9d3e4941f1142819d35e27777592f0fd158736c0fc03,7896766739541559105,group-00284,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121152.jpg,Healthy,300,300,448c58cfd341809c50b8ebe7eb0866947d4d4a6c2d8b9e6b2dcf6a3f710164ad,1490078688737692907,group-00285,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121159.jpg,Healthy,300,300,98e204ea4468d083ee4f3bad00bb9ed74c58b88dc97201e1d84cea542be6c239,1497998996776633534,group-00286,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121216.jpg,Healthy,300,300,ecaa88ce1ebc36b6b3f6ec073d8a677a3582bd45297288674dd032615d347bdd,1500484899151508094,group-00287,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121240.jpg,Healthy,300,300,9462eed3c410030a5b04b41015eeaddc6fb27a01d792f038fc86f762159097cd,3786150814091596523,group-00288,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121242.jpg,Healthy,300,300,6bd3f1924f3c943263705fa338988d77d6a95455e918a280436f50644a03b4d8,1480361418919139947,group-00289,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121248.jpg,Healthy,300,300,f813d4053f584841d2455f93ffb7db22d9f0d474d8723c93d9fe2d2ae605fe27,1604386022497895023,group-00292,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121250.jpg,Healthy,300,300,7ad0ab7f6a800128b45d12358488a48f0e0651176daf8d58c2676e62928dc787,1604386021424154223,group-00292,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121254.jpg,Healthy,300,300,787067a2005356092b2245afdd50118b2ba0d92bd7bfac65cd2948c8a6254160,1604315653619511919,group-00292,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121258.jpg,Healthy,300,300,84b8db2ee798cecc35766ca51460d79267006e33649154ba01aa32ad5974c344,2763334968294041466,group-00293,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121301.jpg,Healthy,300,300,2c1c9db6ff24ea87a112de068e747e11301145377f2be3455a6111acb551988f,3697691427429598842,group-00294,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121303.jpg,Healthy,300,300,56ea3664d5fae79ee075af90435cbec2da9b16f34f2b559d6a32d7e0f9cff621,3699872858498983738,group-00295,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121311.jpg,Healthy,300,300,47aff73523adfe0363e8a5e2c635b6f7b9a998725fd063fa91f2f5e287c6e18f,692245194985858750,group-00297,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121312.jpg,Healthy,300,300,da12615cd9303ccbf310a6fcf0b83a32412d982b724d519df49239d36ebc04b1,4727470186236110526,group-00297,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121317.jpg,Healthy,300,300,d87461db35cd0f17e14fbae48ec42adbe152f04178f129f92758f66947def67c,487966669751588094,group-00299,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121320.jpg,Healthy,300,300,a223115af46e6bcf9c13f8494eb0769f0da906ad7109b24cd2a51fe2a2f481f0,7387481264523449598,group-00299,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121326.jpg,Healthy,300,300,5e799b8cb1b125f99e7be249ec4eb5e2111d205d2dc9801a7993b34550674a6d,5229579950210078446,group-00300,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121331.jpg,Healthy,300,300,23d55241273b3abb28b7e04e5a249ff5a3baf8b47f6602244491fff55cea1045,690845518968084222,group-00303,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121333.jpg,Healthy,300,300,8ad2686c1b3b0e2e078e5f432f62e56442e2e8fd7226d3e0b5c03f4bc5a4d6b1,690845518834915070,group-00303,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121335.jpg,Healthy,300,300,fb028e8fa0d0e749b05c69dc8aab86aac3bbd0c4505d6a614fcc24a1a168e177,690845827131987710,group-00303,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121339.jpg,Healthy,300,300,c07ffa6065d583d9750ed8ba6c2982fb727038dbb5593d633dd9e35427047574,1360519568150975742,group-00304,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121341.jpg,Healthy,300,300,2d285b157ff5b17c62ba22acf5771a27f8c810b891759111485749e424fe1090,3590382054670554302,group-00305,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121342.jpg,Healthy,300,300,85281801e01aa72897c964460a745dcef06c7dbdcf9b874aa72336be94c33063,1848458631503369466,group-00306,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121351.jpg,Healthy,300,300,17801322df15f4155927859c802f865f47eab963188faf9856e50daeecae1f8a,3733044575692080762,group-00307,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121353.jpg,Healthy,300,300,19210674ff2563fcbdebdbc9105057775875f46407df310f31fd5d4bc6532e5c,3806488104132626042,group-00308,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121355.jpg,Healthy,300,300,67b7b39e28d2c802636a72a8955653e953cf0b7cd92daf71ee0c4f8d3a7f7bb8,3502244440650761851,group-00309,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121357.jpg,Healthy,300,300,95c78f8bd14dcfbbb7109acb64980e6350c36540159787170676bd44221ab759,4162443455153522362,group-00310,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121359.jpg,Healthy,300,300,200b57c8b4d87b34ec8018684f099ba32d326832e6b2176290f30400a3dfcc45,1860991963832739514,group-00311,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121401.jpg,Healthy,300,300,3c0f74acf4b1873bcf1a3df3b8e1c84329ad91d69f9ee6a19f489c261c7f89d6,6360071211922118331,group-00312,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121403.jpg,Healthy,300,300,f2ad4ec3f233d315a8643e2e0fd10df37304039c8ccddff15c3a4410a80ebd52,7171845588739382459,group-00313,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121407.jpg,Healthy,300,300,6fb56f82ed3927c828c6699c063acdecdc641156a34f0b1f1a67cb33351e5d3f,6639299060132110074,group-00314,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121409.jpg,Healthy,300,300,cd854174c85bd56610e4ac6e541ca902654500df03cb5e103edeaa6c83c45e86,5090425723904217918,group-00315,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121417.jpg,Healthy,300,300,c2582bd64d0c941052cbaa941386557aed8d936c50d1e1924c43d4ea6e28c170,1907618342581204542,group-00316,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121419.jpg,Healthy,300,300,beba7232e034e05aa64a0584676dbaf1cf84b428133ba35e1dde87b78a16f839,3808138004880581182,group-00317,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121422.jpg,Healthy,300,300,41c57a642ff93fc7c479cd442c482cf9a1e50119fb178b89af740e5851b72965,5950343941048373886,group-00318,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121426.jpg,Healthy,300,300,58de269a1626f25d943a5631deb69ab8d9f634796337b5a4df914e582c3a7348,5069476020388851322,group-00319,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121428.jpg,Healthy,300,300,0b2e7ea130e25c1c1283bc08e6afd976438d0544a2ba3179b066d5afba111bbe,2745246161572689470,group-00320,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121430.jpg,Healthy,300,300,62078747450123759a776d544da5aac99a8ba69e6cef359f92e7bfced4acd47a,1322302150420428410,group-00321,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121432.jpg,Healthy,300,300,7da9168a04d758c5dfeeb504d8520b6ea4ec4307ed9e49ffbd8a4b016916ec65,5268339017855563370,group-00322,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121433.jpg,Healthy,300,300,fa1651d09e1ff9cbea45fb06e0d91c7f10bd71d650dd72858f9676bdfe06c84f,2059943907128308350,group-00323,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121436.jpg,Healthy,300,300,07d4c59ea353fc1e6ce5bfdb2f9d5318c9ac3df9c0d834f0a0f11f84a5da3476,5281073692950322731,group-00325,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121438.jpg,Healthy,300,300,8afcd148ca238c92ea0242906f71fb033d82504987af2e6af3e59f138e0bea25,5245115230315798059,group-00325,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121439.jpg,Healthy,300,300,68e82b5aca3484b9372ac00a84ecb23459b77fb3d8e6f84bcde5f9c1df41f5ec,7524992482161088059,group-00326,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121445.jpg,Healthy,300,300,caf1044cf43319de9b60758e5e203f594c091963233ee82c20ef65a1dd7eeb56,4499325553096980085,group-00327,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121450.jpg,Healthy,300,300,67a64ab888c2a90440471702fa05828de3e80f237eda58cd4d29e82f2177a837,6789410361658504957,group-00328,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121453.jpg,Healthy,300,300,275a72cc70518ea022e6068df450049ae4300ae148fd17f38e90c1e779d73a4e,7380419688951115877,group-00329,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121454.jpg,Healthy,300,300,dfb0f2b93f65f8fd83bb9064b239615b9d3cd02e3bbc88f1ac2bc06a000b090a,1313523330780690661,group-00330,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121457.jpg,Healthy,300,300,2453d19c341dd7b516d0cbc27214d96ca4008417cd02ba102de3c2c24bca601c,2421119238185149605,group-00331,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121459.jpg,Healthy,300,300,3bfc7a1ac12fca3e46ea346cc4294503bbafb002112d9ffcc99c922ecd8851e0,1631659701693951542,group-00332,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121501.jpg,Healthy,300,300,5d2b15fb74f5a1896866de1c0d8b9edec1b87fbd485631737df699980deefe88,616084569533690201,group-00333,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121504.jpg,Healthy,300,300,242b0782f4eb4e91049a340b2524724ac967b6e766f151301ea076f95336ddb1,2459720261875259480,group-00334,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121505.jpg,Healthy,300,300,cad179103af938b7bbf3a0446fb779a378ebe2b1bfcbfda613c6129e947767e0,732000982479583352,group-00335,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121507.jpg,Healthy,300,300,883ec95d0e09066ef4da9cf8cda78eb98e9226af25fc54134c4486c59f43fb36,7372607707312527704,group-00336,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121509.jpg,Healthy,300,300,1c06a2261b418afaf689120e2921182979432395180df5a50f3d301698d47a4d,5332477221337557336,group-00337,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121511.jpg,Healthy,300,300,f68fdb93bcfbf1f70e634a8ecfc165472dad86494d520649da4d6df98525ea96,2432199673863189544,group-00338,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121513.jpg,Healthy,300,300,3c87739d7fe58e805fba0dd74535a92f151900903177276857013e63d2cad28e,357123269975324684,group-00339,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121515.jpg,Healthy,300,300,31fbe00e38a2b241f64e27bda7fd363ad9c31fe328585c1fea8cc1e8ee9c762d,1022749807227418140,group-00340,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121517.jpg,Healthy,300,300,ff66d108cb0a7a535703317a87588a97ee25e6326764d2f3ce66ba353b77b030,1302873698417767060,group-00341,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121519.jpg,Healthy,300,300,b1498dc86846556f95ebe1bb302f0a4003358def5ced7214610e8e32d6a24b96,4949976762340862492,group-00342,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121521.jpg,Healthy,300,300,6148aa9fc730431abea8533112185409d06d6b73457bce7b3ef2ee9517b07fca,2640697190756379096,group-00343,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121522.jpg,Healthy,300,300,23b415196d11dccd4ccc9774b2c39c2f6cff158b9c6ef723758b8e33e7742033,870816386093398296,group-00344,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121525.jpg,Healthy,300,300,f5cd4f9479f19549c55e2ed2cd4c855bb0fba8bebe47c9738eaa888a7cda281b,5233422623695353605,group-00345,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121526.jpg,Healthy,300,300,59b30e3929a554ca988eab774568c61d085f14eb68b13c7fffaab3c8d0ccd9ca,4949623970828314377,group-00346,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121529.jpg,Healthy,300,300,283ac248e7a0ebfa86f63741d2e56c16b6770393885ded2f539d684f5b19fa40,4328109972973597301,group-00347,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121532.jpg,Healthy,300,300,7e47caff6f306fd6838fc05e8fb697778dd10b32aff666b213bb7f7da4d2a973,7246468563773070397,group-00348,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121535.jpg,Healthy,300,300,d812147e66dbd2bab825a47a6e8da5fc4c5c1dcaaf821ef622aef2d67285c10d,5499060994926395883,group-00349,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121539.jpg,Healthy,300,300,07e863c73a63d7457f92d12b52545a90ac156ae768e39c33648201cf3178c744,501109694100357547,group-00350,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121540.jpg,Healthy,300,300,0f769b3c0357e248573f255343cd4af84106d87bb1aa4d01980b4ad3181d9807,2448378552647900347,group-00351,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121543.jpg,Healthy,300,300,951e5844cb5a0ba05ea78bc13be6386c4d98d7d9cd964575bb79ca714db2ff18,8401071766707050219,group-00352,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121546.jpg,Healthy,300,300,61d02965b40a784dfee3886c901bd15392098832e7521e7f4db627a6e5e7e4f3,512482191088162027,group-00353,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121548.jpg,Healthy,300,300,120451aac0bd1d477193bf7c312497922f6bd8a9b867c518f64815b35a2c809c,915606584542237931,group-00354,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121549.jpg,Healthy,300,300,528ddd3679529dd772cd5f378b7c594975e5c5a8b83c9169386f062b83a7c9f2,5264164751581501102,group-00355,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121551.jpg,Healthy,300,300,f831ad08741418e30fd152955576292ee024d7f023a967e091049b3ada50368a,3680088288114975230,group-00356,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121553.jpg,Healthy,300,300,318d4c5610f7dfa36d7e4f58224fc74e8c39ce1246b2837a838df7db8ae45e82,5928527874407224043,group-00357,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121555.jpg,Healthy,300,300,52b7634cc7e2457a660e8b0016ca15bad90bb99dabb16fa736bbb3c36a1121cb,6116792472684940079,group-00358,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121557.jpg,Healthy,300,300,3337055c0b598f4fd7bbe492eb46e2ddac938fc2ed7c9fe92ae4313524710897,1599004593833593326,group-00359,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121558.jpg,Healthy,300,300,ac3c9f18045ffe64bbd66623c8a651881039e5de89db66c4b8df4c70b655ed00,3610638534673646574,group-00360,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121600.jpg,Healthy,300,300,2f55cd7fac85f8d77fb181431dca36cf7b4e17154f77856209d24d1bcd938bed,1304716637042794923,group-00361,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121602.jpg,Healthy,300,300,70800ffcd476107dd8b730c60a4fb5df4f28bea9ea4dafcf1cb4373b8034a393,5826031630112725115,group-00362,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121604.jpg,Healthy,300,300,2167948d647ce0344798c83055f98922037f2e0ef395cfae1b7d27df037457de,6398379307793862459,group-00363,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121606.jpg,Healthy,300,300,9caa44b53433f871e50c57298fb8362ab6c3df677f31d6bec17b97063c431cbc,7917832028391933870,group-00364,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121608.jpg,Healthy,300,300,ec18dc72384c576f8d924847dd37d5b53a191a2972306761cc682d67426e2b9a,2473558624611569900,group-00365,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121609.jpg,Healthy,300,300,6f42a01ef965f9033eff956ae527baeab93834e2c09e7b1874e34fb63049df54,7103743711361890012,group-00366,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121611.jpg,Healthy,300,300,b0e094de671f397c6c0d765f160a778a6916ad61200c2c857d381cf787f30cae,7075970979354549449,group-00367,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121612.jpg,Healthy,300,300,651f592dcb56d246f1ab2a9295341822ed98bd47c2371be2d37f679a099199f0,2913972118551453129,group-00368,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121614.jpg,Healthy,300,300,2522a816a0444e94ab65fc3b1370fb2c3eb5653dad046dc96857b71e5ea20a1a,681040244766078161,group-00369,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121623.jpg,Healthy,300,300,a06a347e2654b894f07f0c762607906095aa8d4bcef059ed6617bc7eaf1b305c,7571574731038970430,group-00370,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121625.jpg,Healthy,300,300,a90da4678d51894e5a9168984628c7e1e90f452c1820345f93a0ca8a77c9cbb9,3796995470269766779,group-00371,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121628.jpg,Healthy,300,300,758d457f60ae85d079bfcf5d95f6c9211a2f749a211e5da5ca11b7a304651c62,2168874180336440878,group-00372,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121630.jpg,Healthy,300,300,41fed1b33d3d65dc9e9ab2d4b5fc53ef2356d2af3973373bd49c94946c3e3800,6257841580384343598,group-00373,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121637.jpg,Healthy,300,300,a156c28b0ec111d05e78b5775cd0f2a945f0df5f0e36a7274565793631d8d947,8071544999999479415,group-00374,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121639.jpg,Healthy,300,300,d1ee9dddf0a4dd22994d229b6e2e16607c9ff2e672bd8773ec2232507ae84ac8,5792095406890872635,group-00375,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121641.jpg,Healthy,300,300,e54a0f1ef62bc97f3595e0feb78fee50f3f33efc18aa4651fdff1c492bd18e61,1756854443460194169,group-00376,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121644.jpg,Healthy,300,300,63076f9eaab2a4259ab90b7e9a4e5b247e7f5082ac7cefd4c8b77a6af2dba090,1783855485442782153,group-00377,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121646.jpg,Healthy,300,300,3d1f5c0112d5ef106996522be05b2ccb6983850e6b09b65270d1d655d7940821,4783312210661650873,group-00378,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121648.jpg,Healthy,300,300,ae022a9d09f13797a27882a1e4475599b37e78e385693dd6ad221606358c9676,6346108920333243323,group-00379,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121650.jpg,Healthy,300,300,c46aaf335eaa2c1467c7f87f4b5a598224b7f5fa5706f1806d21817427915231,5769665795112469403,group-00380,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121652.jpg,Healthy,300,300,041c771a9bacc6d619047415d7eb90aa3d81087f894ca5a0538efb8c4f279451,2310293990095505395,group-00381,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121653.jpg,Healthy,300,300,8d6e4e72d24b337e8ad0b740e2b27ecb319db8a0ca30669a011de543bc09d8a9,2467833099432028119,group-00382,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121655.jpg,Healthy,300,300,867b169d9a042622accfba75c3597d83fa07f20524f0ca3b372346472f2a5fa1,152982908235999187,group-00383,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121658.jpg,Healthy,300,300,3063ecca67fa7511a9be0ae33e9da26fe6bb548595f3f9416ef2cc48d22faecf,1618693066336222381,group-00384,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121706.jpg,Healthy,300,300,43388a1b4959c9ffca9f7346c87ee6dfad53ca2a9830792f8164cd54b6480c68,4681923469672752533,group-00385,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121723.jpg,Healthy,300,300,a6546ddeea5d3a216b6f9f806fc418d490507a2d0fa166ab329e2d31ba896ef7,927940016701600942,group-00386,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121727.jpg,Healthy,300,300,31ffd7e98bb6c78626855daf27e169b8cfa34fafa6b584a5a28c688035c97295,6666367062456550635,group-00387,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121729.jpg,Healthy,300,300,4bcbb74ed8873b68b86307fc44c2dc10af067957ebb93c24646f08910c7e228e,462130125698458814,group-00388,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121731.jpg,Healthy,300,300,7083b845549eb7c74e0cb27f3c929f92478456021d4efabb4700fd329933621d,451968483253752318,group-00389,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121733.jpg,Healthy,300,300,e7dc19d2201ba9aeaf118ca306fc596e666414b5695cd88917b7869f052422d6,5062527858745495998,group-00390,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121735.jpg,Healthy,300,300,c7d5853f4405494bf915e4d609980d7d034ba66ba2c306a45febc0ce6fbe52e1,4060233397380796926,group-00391,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121737.jpg,Healthy,300,300,6fb6586dd0accd845b9fc80c00231d6d7413e2d12704b1f847ecf7ce33daa7f3,7846661173855601150,group-00392,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121743.jpg,Healthy,300,300,43ddbd6cdf9562544e0a8cc73fcd486ae48e4449f0c6b3c851f4f2a8830ba5a3,2466869553203962347,group-00393,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121746.jpg,Healthy,300,300,86703b39f907cca7c9b319e5c41ceeb14f045dc3a4f150ca01ceb66168825eaf,3238237177487212986,group-00394,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121748.jpg,Healthy,300,300,4942dcd11df6522dc3f65e1c84473445b0f1c22cdd32f08261badfc50343226e,3510035261059947450,group-00395,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121750.jpg,Healthy,300,300,e44993d23de6b53f6836825519795f7b82321ceebe36217ae470ff47197e96b8,8240269625554326126,group-00396,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121753.jpg,Healthy,300,300,9849a8b0d7777371efe45dde3b279fc27aa2fee79f5175b51db9bc9f5abbc4b2,5068322002067936507,group-00397,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121755.jpg,Healthy,300,300,90bb1d8007f0cbf3be34a904992968ab2ce9a960450552f4fb970caed09db338,2770395681650005243,group-00398,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121800.jpg,Healthy,300,300,83c307fd9fad95e3869596f7226bcb2a923b60a486834bc706be8f63e36213b8,5412258928440580334,group-00399,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121803.jpg,Healthy,300,300,4df6e66fa35939a8cb88b11b50c8d09477dc5dc243aa099c7e2d009be019b16c,2831801614964317374,group-00400,development
