path,label,group,width,height,sha256,pixel_sha256,phash,split_group,split,role
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-11-04 at 9.55.23 AM.jpg,Healthy,,300,300,ef498dc9ffbb4c477a241df9f6844b8217ebddde42c0fc8160c002ec99c83de6,167f5cf47697b672d75d8b1c8676a60af0b6e99db0cc4495b45e138b494e8660,6470982507429246535,group-00501,development,val
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-11-04 at 9.55.24 AM.jpg,Healthy,,300,300,8e96f3f0401486fbcea5985cb440352785dc07af1daf57932b50fcc1ff6764b3,b18db303fd14fb2d9da91033f07a7afeb9e90a0cd90b84b1f6465c5bf31a3f7f,2165696456202529939,group-00502,development,train
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-11-04 at 9.55.25 AM.jpg,Healthy,,300,300,06c423464d3ddea59cfe21b1c4e676e47dfb65c5f48331b63eaa5b364136fd73,c9469f9eb7edc3207e425e048d7a4a07282f73602f87a5c99ec2ea93f9e18c96,3798230044978346459,group-00503,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190904_205214.jpg,Healthy,,300,300,f0deeba95a20067dba5bc7951cef8b8ac3ffe2455e2022a65d2ff169b4cea127,039886441f5be1a91794c2f341619dad1cd194dd6dfc69eab81d6100ea0d4e2b,7049988141591974074,group-00504,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190904_205231.jpg,Healthy,,300,300,21b6132b5a9ac6e5fe5ac698fd2ff13c2c9363025132bf1f6deca936269f731f,42b113075760a1eed05a0d7c85500616ec774707653ae62d3871ec0186ff8807,6361476426401824620,group-00505,test,test
Pune_Region_Basil_Plant_Healthy/IMG_20190904_205239.jpg,Healthy,,300,300,d110ca2a24ce991fe81ab3f29b53efac67e087963e00ed93234f1f9076d21ab3,a85f21a625087c7e7ec2f02d67172afb6bdd085baff7728e39a0a6c366adaaff,6444795445149616588,group-00506,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190904_205248.jpg,Healthy,,300,300,f3ebf9f82aae80465b1e7a7ccd3b70a3269f7741e5c6d948e635a1d738839b49,5f6b04693b6863507dac6c10952bd377f985e5ad4a0e1431371a6ed00b185c1f,699926677147205332,group-00507,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190904_205302.jpg,Healthy,,300,300,b58e35633ae6f1a07c5c241d7d93f4eef748fb6f8ff11eb2966c317e773971ed,e9fd6b54744a022642d1cc7fb81a9ce8250834f45073ecb018967d2833418b4e,4616922141223792060,group-00508,test,test
Pune_Region_Basil_Plant_Healthy/IMG_20190904_205307.jpg,Healthy,,300,300,b936859ec8acfa1de41840a8fd9cb3dd24aacd34e8ba1659143691532e0012cf,83b493f58f79e4c49b160c7b3917d0b028ad28066c3acdc50a72ab25cd7cca7a,5864994111175498152,group-00509,test,test
Pune_Region_Basil_Plant_Healthy/IMG_20190904_205312.jpg,Healthy,,300,300,f9ec12e2fe7f5767bd9c751767f2a39e8cba1e36b175b1997c86e73ac312086b,c0ceade1f5b336b30e88e2a62b9133a14808d4895d3dc18e03c739fbf8d28c47,46409091339249509,group-00510,test,test
Pune_Region_Basil_Plant_Healthy/IMG_20190904_205321.jpg,Healthy,,300,300,90f3241ad22e6170469ee3b66dcbcc91bf2d8a5f2f8182aa17ed1e74b3eb7eae,bd5271f831b3751ff6f85a9f35ede81dd2761fb454ff81e3a3b362a2218763cd,5117384464148587505,group-00511,development,val
Pune_Region_Basil_Plant_Healthy/IMG_20190905_074517.jpg,Healthy,,300,300,29e6ab594dae43493c914c13981e9d3ab5805693bd93af177b776df7f65fc7da,4e875464efd94328c3160152733ff6ea7c28635a4e731f83d7896c0b209c526b,1012423173908780207,group-00512,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190905_074538.jpg,Healthy,,300,300,81b37570153d9b31987a3a02792f26468474bcbc50b79e55d21f26f9e1693a0e,fd00015495af743e318a7c512d03b75a71d03a0a2425adb68977e847a9bb8509,2051813816237593003,group-00513,test,test
Pune_Region_Basil_Plant_Healthy/IMG_20190905_074559.jpg,Healthy,,300,300,986c2d06b661ab0a65fe3b376fca7788bf1f2289c26833614e4edac869292155,8b4c12833c5cbd8016047ba2c42ad353dafd72a97e6ba9e47716a93b8d78d6b1,796652472110362859,group-00514,development,val
Pune_Region_Basil_Plant_Healthy/IMG_20190905_074606.jpg,Healthy,,300,300,feac1b273318e0d203af083e6c357f121fa69736158501eed4025abd4c94adba,dd2d0ba0066585975d19fc068406e99a2eb67cc1759650ae44d74f40ff4d86f2,7486697894152398062,group-00515,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190905_074627.jpg,Healthy,,300,300,394639dfa7efaeac2e95476211daf37c7409b22ca598ad853c53d5b09e82773b,d0dcedc4eaa372bbb589cd115621eb36470f0ed1f7ff9eb55153711e6bba78bd,6670462252979946927,group-00516,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190905_074636.jpg,Healthy,,300,300,3a266a9c39ce330de3efc4f1bd27b124c5924749cbf1610ad95e66f25a14779e,fbb45f66bf5ac9818df5a460ff83dbd3469b19d15ddb4ba1f3e8469af5af893b,4946825010070803710,group-00517,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190905_074644.jpg,Healthy,,300,300,ca1ab533775a8a2e747c2292bff65431c7efc7579e9744e8c0217cc2309c5e94,0e336960eeaa3d635f60989ef33ea332612415bbe5fe24d03da26793fa42afcd,3680430126277891262,group-00518,development,val
Pune_Region_Basil_Plant_Healthy/IMG_20190905_074651.jpg,Healthy,,300,300,76035b5fb22158b7f54c3668faee57a1ad44b993a9b603ea9c2df077c8e3a759,281e53fd5f495e57f71978d48aa7c4c5c2834c33acc3aea84b5b4d2430d08239,8258667282628187326,group-00519,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190905_074840.jpg,Healthy,,300,300,fe7c500190f423a92c57e5fc51b82c35dcf5c8753b45ad34f8bd66e194e3fd11,3feea987ed8d1bb5ec4e03af0318a0b0c1f658f47199ab5660970ccc701867b3,4351499764883030443,group-00520,test,test
Pune_Region_Basil_Plant_Healthy/IMG_20190905_074845.jpg,Healthy,,300,300,2c5cc5262837f0956ac0f8da27833ce1528c6e5ea01f145a6e3c8e688fb298ff,c2ec47c0ec97d3afcfb338c817798fcae352ec59a320851f6c96131f8bbbc77f,5702596932260890027,group-00521,test,test
Pune_Region_Basil_Plant_Healthy/IMG_20190905_074854.jpg,Healthy,,300,300,c04b96480efb9f3a93a19ccb6293e4faf3fef87f787f265b5b89eae5939f1a09,7e8f6677fc01e070fb48e2e310df20cb21fb771440ad19c5cf6506b4c512b0d5,4153704646290027710,group-00522,test,test
Pune_Region_Basil_Plant_Healthy/IMG_20190905_074903.jpg,Healthy,,300,300,24b5f641815d2d4beb3dd23de2ff1e1b555dfa32d253a1edc4927d7a44f3c5a3,cf2df6159287b3af272f8ea24baca81bc940c0964c5d0d7e1efd4c30e4eeeca4,4081664575467271358,group-00523,test,test
Pune_Region_Basil_Plant_Healthy/IMG_20190905_074906.jpg,Healthy,,300,300,adc96ce2974ab416644c210de15744da82692c46b6f5f3fb1e1141fec5206422,176d89b9e156baf984baae8459eaa07019f2f9fab75c0ce2a10451557d2f987f,7885077399112811950,group-00524,development,val
Pune_Region_Basil_Plant_Healthy/IMG_20190905_074911.jpg,Healthy,,300,300,4c4593aedb28c3b4d8b50c730a78d29208ff38b0060e0b2eef179c19620cc2fb,b04716f74417b35cecc83710e54468125d419d4dac3c21defcc60bd4addb3b15,2176988164237926891,group-00525,test,test
Pune_Region_Basil_Plant_Healthy/IMG_20190905_074926.jpg,Healthy,,300,300,bf1a129ea42a3ed4fa00d983d9df3c0a7ff27d034c9ad3ca07a65e4861390ab4,a642a3596e0df6b373aea50df7c457de972d1361756c4694db6f7bc7d0187f22,6404608129530970603,group-00526,test,test
Pune_Region_Basil_Plant_Healthy/IMG_20190905_074935.jpg,Healthy,,300,300,4c0fd087d84047b66c414afd5045e39dcee3c86c66d6ee39fb3a33328d902dc4,f32594588ff9e984ada7ff0b878cc4666afc386a8c85cd81dde2522bcf1f220c,3329961139361153455,group-00527,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190905_074941.jpg,Healthy,,300,300,535f1197b343709e068e80c5198fcb4e8e3925872864992655113b650068464c,5a548c509248d242c297d65334e2414632d47bb23375b44b578ecb424b3541ec,3726044925529461163,group-00528,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190905_074951.jpg,Healthy,,300,300,8160e8f96342fc77203e5bb014e40b12757450300deabf059ce7b5cc30012574,cae205b535a89c8c18e279cf7dc2163bcba5ac32139d6c7c5814db372ee46c71,7908829186964636075,group-00529,development,val
Pune_Region_Basil_Plant_Healthy/IMG_20190905_074955.jpg,Healthy,,300,300,623199905cbcbad6a16106beb0600b957cc9e233301396a4a1df7886905c5b62,7f4b35aa744e43686ffc89de1f839e91399841d207b98ff516cd12e51c37dd17,4370380935774975166,group-00530,development,val
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171536.jpg,Healthy,,300,300,cff14b21e409e56fcba6363748a9c7d9c5286df16b419cf227fe9056b391d164,fb237dfdb14a7c1b3d4896da25eaf536675b94c1252cde4ba2eae42c756b88ee,2534650322092239102,group-00531,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171539.jpg,Healthy,,300,300,1ed1d334902aa0210f235fdc380da29e7dd943c16287e55bc32ee8eaae7853ae,10ec2ab210888a5d175e5a5b46015afb76c5f0cc09d339cd96da3e6d7ff1f7c4,3099014931096997310,group-00532,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171544.jpg,Healthy,,300,300,643a59b514cd17af1c82d768fe4e0a0551b38c713b5f818012f6cd01dff26969,441b188b020b9de1d070abe2964ed4f05b3ec509edeeb3577485b26762e22847,5831625169162149054,group-00533,test,test
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171547.jpg,Healthy,,300,300,90a4090940a174ef408691505d8272f8bd9b5792dc05bdd2601e529badb1a234,cc511412becbad1795009b3efe70060ac8845013913266cf39c3aaa881edee53,2525725940973265338,group-00534,development,val
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171549.jpg,Healthy,,300,300,647c54824754d63915aa79a0f4e698aa68da20389813d2aa0a1b67e7587994dd,54aaf4c69771e2e4239a0b0d806a4523b8ef0bc197293f7a7a5de32b42095201,5282474050003880378,group-00535,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171558.jpg,Healthy,,300,300,9008d01a6ce25cafd676558a4b0d238aed34aeccfdc397cc098da831aab11892,93c74e41e03cbcc8734ed8579baf7a56007c6854bcb5edf21e7c534ecb043caa,6338691245556613552,group-00536,development,val
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171602.jpg,Healthy,,300,300,c4d01a38e532893672122b52beab85e047976b7101ff8ea9d3539bde2d135761,a8570be56aa4e8239bb37337dc3ad3ab4a300a49de0ee76e74e62007f4a1c9c7,6444013816639624088,group-00537,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171606.jpg,Healthy,,300,300,1773de0cb1d33fcc843920a740b77f1a95c33d83a2c29fd01f14a0fef8a00e01,102fb659fd9eb2ea429573056eb27f982c4f92b642e9b8b07d3c22ee8fef941a,1336423452519945048,group-00538,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171611.jpg,Healthy,,300,300,aaced8c1e6b2008c2bab5aa7f208ce83438a68bc9f4c233b003428f25de42936,75fa3a7a89d7c0eefa0a56128e09621019d712b4a03307b03e75463a576b90d2,3934095981410709644,group-00539,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171616.jpg,Healthy,,300,300,c99da00da44cf50a989cb5a295bdae5bd0e9c72523862ad45404795362acc9b1,edf60e715dd07bf6108dba97c579d796cb93b9f29ba858017c4b293c21979103,6559830602098615486,group-00540,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171621.jpg,Healthy,,300,300,4e2cf5ce317a219e2f67dc7d49ccd5120c5e530464c2897c1504307e01760e3b,37d6f43acce3184d0864ebe0f3250a9052fd11a3318bcf9669503a7efe8f8c39,4199915017696650683,group-00541,development,val
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171627.jpg,Healthy,,300,300,d6380d606c7aab4f06896c7f6d35e1a9af08bbca6f2cbede4b1018f9cb0bfedb,2af4e98adc6c32a84a6ba05d1160b1ab445aded4dfae37b711acbd2a4b9dc463,9026771015393859240,group-00542,development,val
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171634.jpg,Healthy,,300,300,9644e98383ffca1eeaf4fd0a40ef4f278459078d5cf57439d9f99c5d93a64380,bd41fa096bafbbc9460e4b90342f809655dd8205c72ad09269be0bf62bcaf017,7352551962567965848,group-00543,development,val
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171639.jpg,Healthy,,300,300,b53ef22db66661617f85b644c90ce73b3cf68a774cc4ae31f122d13952f1684a,6f900f7cf083ee7fcfbfee3e4df4a9bb424f1d95f8c5eee7145dd4481f05358f,3930387957058545304,group-00544,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171645.jpg,Healthy,,300,300,6ad0d604d4eebbbcbbcc7b6da4688a0055d693e0cff02abcb2ee1064111f370b,94f779b68cf75f58740252c8726350be040d5e57d36f3c0e253e470895e23eca,2683453835353181400,group-00545,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171648.jpg,Healthy,,300,300,c81a186e42d693d544be25534e9e5718d6bded4c7dfb4188088c68ffbfe9a3ad,15d1e35a9457b835e1cf22b0756ecc1ef1e35f0ab809afbe3fd6ffbafdbad9f7,3685291481622102244,group-00546,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171651.jpg,Healthy,,300,300,231ba7ffbed2ba9efc9aba44a94c8938f294813a6cdebe27e44ac240e0bd607c,8b8ef30edd5187ccc90ec443f6ce0d3df556fb452302ad6c9cef178f173286a4,3902299858797823580,group-00547,development,val
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171655.jpg,Healthy,,300,300,b468ff910bd40725663c3e3e23af4f5ed6c6ccbe3e849033c73e2de55843785b,164a0098838b29530fe353193080be2f746732bb6e4b95439275ca7cba57dde3,3258576216523249168,group-00548,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171700.jpg,Healthy,,300,300,b4734017e945189911a4efdf195ed8074dc22b529823cbca8e3f2b67233a6ff6,f27cdbfd58e2b9c7c664008b6fbf59222d304dc1c626edb5c04cb3d1a3c47031,6103167342697906619,group-00549,development,val
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171703.jpg,Healthy,,300,300,8144e86f7816e3635f0997aeaa83110ba90c34cf4a6660d25096a5c3b95baa73,caa9a2e772e75529b5f6e71cb92629226e7fc91dcbbd7720573fe63dd7064fcb,1108333850467173291,group-00550,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171709.jpg,Healthy,,300,300,189a52aa2385ac8b9f1f94840414b57e29bf73862e881db8fa272fa6e6a3df29,208dbd1c52034a4f1d3705ede27b5f84edef1e97394d91421d979564bb131d68,449334421753128107,group-00551,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171714.jpg,Healthy,,300,300,f643e2ca5664248e249682a5959a141e808f77275f9ca7f498b3b17f100c5228,15ef94c83aac82acc59b4fe2329aabd1c1b03dcdc55cff7e943e3c3b8edf8f67,3924542022023332331,group-00552,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171718.jpg,Healthy,,300,300,d67934e66bb611499d90ee8b69d0dd0d7d812b2bcfe4216f779c856e528042d1,69af0c137797d20462c6f903fa5ba6d4f0efbb60bc4ebe5e1d27bd9cf10203ad,8106822828100572411,group-00553,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171723.jpg,Healthy,,300,300,49cc7c915a872281e731fc2572d4d84bada73e224b034f8b0175fc81c94bc479,e8f8b176e3e078a8f333c7beb87f56e5271b61fb4f16e1de569941ccf0c0e6fd,2813046557258247358,group-00554,test,test
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171726.jpg,Healthy,,300,300,57354aba7ce09c475b65494a74d1ac4d4c0bd5b3b030abf12500938a69a999ee,8c7e3a6112ed670237eaad92b1a76e51702ecbfd63ea01b6fbaa9e78867359ea,4864376345458002350,group-00555,development,val
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171731.jpg,Healthy,,300,300,0fd98f2c51aaf41a9fbd71c87a22b49a0528eab3100fdc9df80b1bcf9e53a94f,5f811c6e92a8cf0964bf5571a13ba5923022c82ed6bbe0b4a87409c7679728a5,1619163447938163115,group-00556,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171736.jpg,Healthy,,300,300,e3b3651f337c5e12b120984ca88fe5fe3bcf1861c7bbee3562ea05fe46ff6859,177419730376de2d52027b918c69fab0278a8ab79acb802fc2565fc69659928c,3508128949885667835,group-00557,development,val
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171742.jpg,Healthy,,300,300,b26c2ad0b06816a4cf0582e1fc985bb53562df39d79990e87dd37fee09169ad9,1084b11a47eb4971113851b92e78bd402fb745f764849eee83037da6ac5b4aa2,2427624858348472751,group-00558,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171752.jpg,Healthy,,300,300,5a6457ce57d5d54142b49113f4b72339bda94493409b661296dd6a9983d8e355,3d42422ba8e025ec8f7c218a0486d02a5293a8638f6ffe83f3d43d7c2224d762,3894761157490852282,group-00559,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171802.jpg,Healthy,,300,300,7b6e4b5700b47f4d1fda05e63da04505d13edde99c9398e9cdd82c48e23bf392,7ab55ac90637e14f32f047634259319f3f3f961fa3fee4b5837d03a55b88e66d,6249230349499613720,group-00560,development,val
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171808.jpg,Healthy,,300,300,430180ebddc1d90a215e96821a5932ce6b4521d3f868ef90dd035e1e653e2875,44fa6dd0c45f593f1295b449efa1ae816a6f298448857ceefa1e2b0fa38be026,2757902136995379710,group-00561,test,test
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171814.jpg,Healthy,,300,300,04c7c704685bba45ca5b36d6565f78329b7f6fed8de7a5154261d8106d293317,331598476acec3cb71b529c87003632c6b792d1e1aa3327b72ff40f6e65cb9f6,6450273309523314235,group-00562,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171816.jpg,Healthy,,300,300,bd44ac53bd301dbb238d93fb799fc3f3516a281867bd04824ba467504e784989,5ab247e9faca19f7f723657b06b879f174cfc02718d602eb770363dcf26183a9,2754200926017685947,group-00563,development,val
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171822.jpg,Healthy,,300,300,3ba574e67c70e4e78939db1756fc62dd722ad469fa2bb1815931cf1b97747aff,f104f77546c3bb3f0d1e2eb90acc0f14371aa1ddb664ff1ac0f129d5effa4e91,9009114693057086404,group-00564,development,val
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171830.jpg,Healthy,,300,300,499150d72cf6ed2902e1f5fd90025107eceb6a733c67e5c9854e964e529e4750,9783b0ab14fbe2e9926a6bb72b18f1662d3e7feeef95a0884c8eab44fe812d4b,5498212691681123464,group-00565,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171834.jpg,Healthy,,300,300,2689fe5d33214612a2c10123dcaeb860908fb1cf77fe1efcc8e4a8b99d0cc238,a9009e99f1d429147b24e66dc926fdec1821ce1b664006fcbf6c1320c25f2a62,3899256668325850248,group-00566,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171836.jpg,Healthy,,300,300,4bf9a4c9d1f50d7e29a4442eaa07a9d45037f0120349bfc6c946ba25be3b022a,4c9809a18dc37a0536ae0bd1301cd675b3e2e7e760804a286c8bdf295c028a0c,4187735512404698292,group-00567,development,val
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171841.jpg,Healthy,,300,300,03e84de3b1d6cf52cbcf4acca4c16fd44e6eba4aa66e6fc038e6c08fdf6038fe,2ce4b6295d4135acb1684ed51d24c19c2d725ab663cb4db6e59ffe811e7124e7,6457483018526501128,group-00568,development,val
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171843.jpg,Healthy,,300,300,58d5c2aac8c30562c7f62e8ab60ade0415cb46f728c1c601d2cff2a65dd6cc63,c3a72b783249b7fcd74faf303f906f7bd57ce43c0452b26cddb237dc13520039,71179937129410113,group-00569,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171847.jpg,Healthy,,300,300,fa1bbbccbf413354a8f47c4a1146b8bc1fd286b0b94584ff46cb2d27dea26565,5657a41d19112b7912147b0774c41257438bb9a16dcd1a4ef32bd2ca8ecf76b8,695793560875147008,group-00570,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171852.jpg,Healthy,,300,300,a2a9f48d06082fcc49ef1dd2cea32cbd61d3516de30d2c9ba6a81923c2adcbe6,87eb77891beca6a19ae5b130be947e403d49c1836a9ef4020cbd21a2e8eaef24,7135026252693607851,group-00571,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171855.jpg,Healthy,,300,300,4dad0976b6723957ac2ab96d41d4d7f4e782d1af62c4e44eb6a47051626eed1d,172b081efa5525437e23d59cb4990fb20e6445cc086fff5403577e4fad0271b3,7371333564568408555,group-00572,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171857.jpg,Healthy,,300,300,1ef827e7b89a399d55de62497d230b4dcc606d527fd3f5f79a1ac1ab106895d3,cf0f6b4523fc3d845312ad5f164a3f6fa51a4fb98050d342e72776541987e00f,5299773328873206251,group-00573,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171901.jpg,Healthy,,300,300,14dd078cd218fa121c33886362d8de4f9788c14cc8e7a7613aec836aafd71baa,7bd68a2702267248aae93f5ad7f9822085afe29030f2393753384286ebb8f373,8824890091644322235,group-00574,test,test
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171903.jpg,Healthy,,300,300,18e2a8f0adf005170073e6d05860182a3df99608f46130b8afc2e8d993ae2c09,3599f74c99727f6a4f24369e02f423053a4c24b70763919d19a7ab149b0137a8,5940281831066911147,group-00575,test,test
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171908.jpg,Healthy,,300,300,594ac69a566227517c29ff1d3926b605974e1208b398ac6c2490579a18b0c419,9a35a13c11c677263a4e49f8c9c010eaf32df8886dd16ca27729fe07dee743a2,1819151904225802251,group-00576,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171912.jpg,Healthy,,300,300,3aea58b5f0e3791242724f3b86a4ce4129a1869f26dd41d6b508b15241346184,6a53ffb22d04a2b154569e8ff4a66113ca710df24070a2a9e1e8b7deba501534,1610561426646082272,group-00577,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171916.jpg,Healthy,,300,300,21510263cdaad0f6782b487120d94267e8e9d9702ad2ab0f2d4eb7a7f69c654f,9937196e3d3fd8041bf296a91e16e070c88e622695523ad12d6924fde4d18b70,4039965350395093210,group-00578,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171919.jpg,Healthy,,300,300,7dc54aa4fd5e52d3558a9d778d48939061a477065473f8d9e8eb0b14468cfa33,b5157e704210f22b01f09d534d7ec27c92c0c47b9bfcfada08b083caace82660,4276443831460143352,group-00579,test,test
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171928.jpg,Healthy,,300,300,76732a96b0baa5874ebaf05e17cc1fe175a78d4c29101f2d807ff6a759a1b1e4,4091fccb7f8d1906abd1dd42c44ca02130ef86ac57efc57e1494ef2c853ad03d,4728249727042593259,group-00580,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171932.jpg,Healthy,,300,300,1887f49a89f67d48ac3fadca93cf764d2a92d83edd0c63e7a9de38bd20d91131,567b3bc191658d1add50866bcc45e598b2a8c8e9fcc9c539890709eed3c6ae7c,1399672866772025838,group-00581,development,val
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171934.jpg,Healthy,,300,300,1d5516751da86e5c032fbd11ea94631256566a0b6d5a919d6c1304da13ca85b8,d7fe48b73e14a13676d882c78562f5753e99b6f5a232b7988ae124c02767e11e,5484455518417388014,group-00582,development,val
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171940.jpg,Healthy,,300,300,15dcb2044c81f692d5e359d53dd47d9d476e05ead479589f21c620db3c55fbdf,314044764dcf42adbb4d24d87a57bff623131ec8471a19b3d9e4f74190682b85,2424557137703636360,group-00583,development,val
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171944.jpg,Healthy,,300,300,8bd4b80834a07c97990290b06f87ca754bb52f8ceff8f8cd9d599c26cf2c543c,47d177a006b96d5c4ba4427d29131ceb13b11a1bcde86a783744854eb31fb4d3,3973223367085296780,group-00584,development,val
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171950.jpg,Healthy,,300,300,df7fa638c7e083f1e1a97e75960cdce7482efb82b05299fa599fc8d25f64c5b2,103e8b579fe0303c11c4ca40f195633fbb65ccc66eac47c2ba31f0dc51bb81ac,3712587024792282504,group-00585,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171953.jpg,Healthy,,300,300,554132499a7a99109320790fb7417abaf9d32aca589d749f8bff6675cb8d7a07,1a16812b787193ffe9e50c5c696345a6c1763043f81b3766f89900e2db948197,7028797784833065979,group-00586,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171957.jpg,Healthy,,300,300,429b32d4c47504c5d24ca4caf084e6bf41673647276c1d3e7a32c7b7116ae882,1f6724a1fc69cb1405ebb52fb0a013d17e244dc91b1d05880a76b8f2592198c2,4747323911346258923,group-00587,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190908_172000.jpg,Healthy,,300,300,0bfb90d5cdd773dc75ff6605c2d75e1339630b216c10c4394abed7249301eefd,8b0e041f89a8988884359c49c2b2c26f47d72ee25fbfdad23a1836c2b83399d5,5652459337946464747,group-00589,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190908_172002.jpg,Healthy,,300,300,884d946fcc0c592e8eb69102b2f7abb441f55325307ead059566fd0c6f1413f5,a74adaeae2f9533f900a0ab6dff86b4823dc5d2de874a1d4a1b482aef7e260ce,5652459063202775531,group-00589,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190908_172007.jpg,Healthy,,300,300,a239c4f5be53930e8a26e8058035a40de846aaf3af342a25e1dda8a08aa2006b,d57686dbaf54accb27bb10ff083069fc240833fc91511b19c015ff30fe6fd928,1083632848088792745,group-00590,development,val
Pune_Region_Basil_Plant_Healthy/IMG_20190908_172009.jpg,Healthy,,300,300,e0f6bb7f0a678b8a0650a335d45a555304b02377b8a7a2578040f2625694e500,3635fd36c5c9e90daf275d0055299b7d9195bc782bd549ad3f34f76064209b11,4216919969920105128,group-00591,development,val
Pune_Region_Basil_Plant_Healthy/IMG_20190908_172014.jpg,Healthy,,300,300,7c1653cf23d3a6c25156d61660bedf57bb7c7d889fb27a052678281701a76679,f712fe3f04c5be7e486b95884d46fba05386da477859e552c0b9c5e049175b1f,8439117711794473608,group-00592,development,train
Pune_Region_Basil_Plant_Healthy/IMG_20190908_172017.jpg,Healthy,,300,300,9273cbba8cbc677b3a29642e86c6f78820128214311a4d512bfe01c529d6daa9,4966e8f24b2eaa25015f17c7d739d9f281be0f473ee3592a4e55e11c6e2af41e,1568614749295577286,group-00593,development,val
Pune_Region_Basil_Plant_Healthy/IMG_20190908_172032.jpg,Healthy,,300,300,8981d2c0740230c2f52ea347bdc98044464893dcb1eced3ef90b98a06ee5ec28,c019c3f522d1154c161f4905264cd907e76d0b39925e6f628178c02c5f6c3060,5075922703260883387,group-00594,test,test
