path,label,group,width,height,sha256,pixel_sha256,phash,split_group
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-11 at 17.30.07.jpg,Healthy,,300,300,b82d563ffe61b31de7fc2f56246384ff3e927ed8519030496bea372796e9c71d,7fe3a69cda586801a6f709596ad9c44e8190bc48684227f160c0bf6f635afb72,4936395469232160363,group-00457
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-11 at 17.30.08.jpg,Healthy,,300,300,7e05d727d7c4b1c2e501857af8d966678b5b159132fd40d0ea05c2ecf16bfe10,cc2f5fce10b2afdf4aab10beaaf4416f080f2f3cb8b769ff699254d1d20cd85e,7669298446636991925,group-00458
Basil_Plant_Unhealthy/IMG_20201217_112345.jpg,Unhealthy,,240,320,caeb4e66649de9d25976f1b9728644c3b046a5d8d8ed737aed7db54a88589474,ace12c600a2974de83fc78874ee7965de80e385ed6b77bf18b5dc42e1fa6b9c2,1958627780345248390,group-00459
Basil_Plant_Unhealthy/IMG_20201217_112348.jpg,Unhealthy,,240,320,1b51198e2d0678f1f8995b1102be917a3fbe31d1e505955c78f2092b249d8f5b,761b4c89a8645ad76a242e52ef63be4b835758a415566c8e459e2a11c6cd55a9,2110615746554419844,group-00460
Basil_Plant_Unhealthy/IMG_20201217_112352.jpg,Unhealthy,,240,320,1201f997dca24ec8f1759992fa4c266f031c78d9ff610899d891a5ea5daf12f0,69bc49290c711019dfa6235877ef7123fa188d7798728f984efb26ae36f2c49f,7587312577024836250,group-00461
Basil_Plant_Unhealthy/IMG_20201217_112357.jpg,Unhealthy,,240,320,545e18a269026ef221f4f199fe673a6a09f48eb02bce2c8e7a0bfcd7eef800db,b1f51408c49df66a241eb1667a4e27dbbb9099d2cb9eea2658fd371ab48652a3,6096891143213219546,group-00462
Basil_Plant_Unhealthy/IMG_20201217_112408.jpg,Unhealthy,,240,320,46090623bf0ecb57d6cfbacc322cef9c5c874fd148a4156adbdcd6f49225a335,eb74662c8e7e550e7133cf710788103c52473aa17c87b4d8b889159c477bfb31,1974129830337621704,group-00465
Basil_Plant_Unhealthy/IMG_20201217_112411.jpg,Unhealthy,,240,320,3beb53d8b3f185775dee3e5a6376ca85afee5658371bb84a1c0941d7c78abc8d,2d876f6f13c6d84777e7b9177fc78a98f58360ee9bfd9d7d4c235fffdc092c7a,1974169412689170120,group-00464
Basil_Plant_Unhealthy/IMG_20201217_112413.jpg,Unhealthy,,240,320,3f84a478bd19c486c5df76be3339700e82224dd92857963e35a0c8fd7b7b3d92,c6ef86d7a601959af48353cba2acb7f5052738d7157f8c6ed4d7cd93b213c221,821210524755070664,group-00465
Basil_Plant_Unhealthy/IMG_20201217_112415.jpg,Unhealthy,,240,320,02f05f55e6b5bf19d0b30805dd3c7eb466b865fdfc91fbe5daaaffe686d43506,06eab81aacd8b24505a8a129a126a3e756489d8fd6eb09a659098a3d946f037b,7053915057699587784,group-00466
Basil_Plant_Unhealthy/IMG_20201217_112501.jpg,Unhealthy,,240,320,b403f676389a737d4d41528010219b9b10a179416bcd7ddb21bd10796ca66bcc,1b0e4df688509975176069c276a58a36fb5a47b26cd9db29a2fb84ca4f05630a,8383332535912086258,group-00467
Basil_Plant_Unhealthy/IMG_20201217_112549.jpg,Unhealthy,,240,320,304b3d95a30b629146d4fd5a1f1fdee7777ab762403432506f7b33f42974ac8f,45ee82cea581bb7fe0c811747ada4793fb9ebdef64bcfaeea5e7d7a852f2960c,2456881218162509284,group-00468
Basil_Plant_Unhealthy/IMG_20201217_112600.jpg,Unhealthy,,240,320,ee5d698b51ae7a87e6772403c950fb2fbdc2f8d34266df3769814293f1290d50,273e53ceee54758e9be140e9e6d20cb764f56ae9913d911dc5fcc40f31ff76a2,423420468882422423,group-00469
Basil_Plant_Unhealthy/IMG_20201217_112604.jpg,Unhealthy,,240,320,98f08cc66a7a3c6d5c75d778ebb51a3008f61562adbd38d74248f67f303bcab5,e0e9dd2483a080966a19cb30e96a23652ed1e9d863a5af06987db20af183d84e,2448009728623245973,group-00470
Basil_Plant_Unhealthy/IMG_20201217_112606.jpg,Unhealthy,,240,320,0cca53d375f4fbea0e65aedec808ef323fb7ed52780deff78ccda32bdd91df9b,0f481c15cad77f27632b87d9ca82ab0b57c8f28211fab4313045d042bd1a6a5f,2447024564040497815,group-00471
Basil_Plant_Unhealthy/IMG_20201217_112621.jpg,Unhealthy,,240,320,892b6283dd48000e1e142a607f32236c020e0c4cab32a736c9e8eb2fbf7158ad,4b30a20534bd9fd704a421241c908d69811cdf27ef738b0192b87ce51b21f59f,2189758009296931796,group-00472
Basil_Plant_Unhealthy/IMG_20201217_112623.jpg,Unhealthy,,300,300,e7c1ae1b9f3b4bf778b3ffc406326e9f5c83f217eba0bf4c4c0b7800939c015d,0f4eb1bb8becdf15b6868e789cd0bf856793a258047faaaa91565bec101d5812,1031788432830022590,group-00473
Basil_Plant_Unhealthy/IMG_20201217_112652.jpg,Unhealthy,,300,300,13b23388368ea0ff54bb3f6c78d239c96f8e95d4e8036a9d939e89d85de4fd37,7fb348a86c86e30ed08fb9c664b9a53e72bbe1983d0b847630d9fed133527199,434168125118315134,group-00474
Basil_Plant_Unhealthy/IMG_20201217_112654.jpg,Unhealthy,,300,300,941cd0d3d6131e18e75e284414a9cfd99b37efe80b1cb43fcc88bd0af4fb2093,7dce998408091058bec4b6b4ab2a8f8420f748da760499c86af9acc85d3b22ff,362110534832183934,group-00475
Basil_Plant_Unhealthy/IMG_20201217_112658.jpg,Unhealthy,,300,300,c1e15e1bb5cc9281debac5c0403f8543ae09168e0edb3d1295913406e28f7956,2f48323008793acb263ed077c9188350c559ad0a8a9f95528bbe86a82115376e,7371426889271645374,group-00476
Basil_Plant_Unhealthy/IMG_20201217_112712.jpg,Unhealthy,,300,300,93a78047bc834060be82fceea0e1b958e0eeacd04baff2ea48175c16764fdb0a,0ba7a98e3e60874c13cffe8e79785be08dd72e5a3ad25bdb6f81638ec90b2fdc,1789704092995107134,group-00477
Basil_Plant_Unhealthy/IMG_20201217_112714.jpg,Unhealthy,,300,300,383867192d3be13037ec0d03016225d76367b648be63d5d1a65fd2115a10617e,fed25a6aa03636330c20fd12cbaf613794add605f975ab34c7f63d048a246945,596267852647479614,group-00478
Basil_Plant_Unhealthy/IMG_20201217_112718.jpg,Unhealthy,,300,300,f2309ff2a6bde6510a98e41d1e8b96be656ac8e49885d3ddcc324da48dfa4667,37b5865299159531bbd6af26adf5f0a04f1b7883006ebbc60d306afe63e80b86,8740187136485066558,group-00479
Basil_Plant_Unhealthy/IMG_20201217_112722.jpg,Unhealthy,,300,300,5e5c5c7630164126c246c4497481481e3a975099ab1e6ea521001fcce0f113c7,109bc95a2d9c9075a733c9919bd5dfbeb7b0f941693a0b8ee971872572667ead,1028622292792605486,group-00480
Basil_Plant_Unhealthy/IMG_20201217_112725.jpg,Unhealthy,,300,300,bb2fdf2a6dbc9ac6e848ae4fab2548a59821e90025894b710ce4a2609b69fc86,94aa562512ed2908e6fee5dc323ee2317bef09c9e050bb188b61e25cdecbcbeb,5640325894843890222,group-00481
Basil_Plant_Unhealthy/IMG_20201217_112726.jpg,Unhealthy,,300,300,be54669313cbd8c79abdc331754ac1ffc3256682708d0a7c4f3301ef00c529c3,167ad88bb5de9fec4ace04e386e1826dab44f8d8c8341cd47458aeb7468a090b,5064001469370034734,group-00482
Basil_Plant_Unhealthy/IMG_20201217_112729.jpg,Unhealthy,,300,300,353678cdced11a7477d7af88b75b18c5e8b81800bc1c09b80ad9527e25778677,2f367b78ef8874d96c1c3c5493082cc346dd850eef0e94e32191f2596e038477,1843769976113811070,group-00483
Basil_Plant_Unhealthy/IMG_20201217_112731.jpg,Unhealthy,,300,300,3fa91b62947cc5dd0815900456ee69bfd3dddcab2dd2d9bcecb1236755cd2565,7d4e1cc59e4fc6ca51c1a853564c660eb9b57d8e2d71966999309a162a0bc238,1844726689203178622,group-00484
Basil_Plant_Unhealthy/IMG_20201217_112739.jpg,Unhealthy,,300,300,4e4093a278117ec6699cbd40165b4a612c32065551dd765068c67b1da9687220,724cf8c96f8569cc5cd9bb0d15456479d54aae283bf635553d0e6e16070fd8c9,3320060099669571194,group-00485
Basil_Plant_Unhealthy/IMG_20201217_112744.jpg,Unhealthy,,300,300,540589e72dccf2b19557a6c3516465fb82d4eb39a289018d49b94a174b75989c,aa871c9d51e1fadfecd584ac2ceed29e85e75f8b08834cbc794ee946b2cae773,5487962858418599550,group-00486
Basil_Plant_Unhealthy/IMG_20201217_112752.jpg,Unhealthy,,300,300,dc8cf281496dc4db97889b4091d082b2ed4ae4ec150cc43944576d1f9454a120,6c773c16405940222877d8b666816c33a21f0e575b8c06e4607004005d11baab,526905795975741617,group-00487
Basil_Plant_Unhealthy/IMG_20201217_112754.jpg,Unhealthy,,300,300,00de0407b5c95a86bcb6d2af93ac1d6b56782abdfbe06ea4672b6036ad63601e,a89cefd7a1c61400a5d6e329883d0a889a5e48cf9db0b2b4050eeccbe5150938,2836652071465944305,group-00488
Basil_Plant_Unhealthy/IMG_20201217_112755.jpg,Unhealthy,,300,300,c1690a28b561a70dedb685f694dfb87f07e695d79c8f86d7be32f280511ea8dd,9e6b5739441c9f3015f444899597ac21b1b0fa1f5019b1a1b79418c495e8e829,5140227921916112049,group-00489
Basil_Plant_Unhealthy/IMG_20201217_112757.jpg,Unhealthy,,300,300,9e7a028823a8a19ceeb5536e247e907ebac9a6dbc24230e3e326251dc8fe7620,faaa31710d9356ac06bfccd3beca67203c5781b75b9710c1850137557973cf42,7423227872956438949,group-00490
Basil_Plant_Unhealthy/IMG_20201217_112759.jpg,Unhealthy,,300,300,6e553f7be2ffdba2c1f3269e678da1df1a7c89d9b1b97ab93e48e7afb2d2fdde,1bb61968954aa2d527ca9cfdc609a2560afe727949172e03073e669c17133058,5588312325449880461,group-00491
Basil_Plant_Unhealthy/IMG_20201217_112801.jpg,Unhealthy,,300,300,ce41962d8298873fb2a450d3f60f1f694b098508690bc0f2c05a35b7cb44917c,e295fcf1672b94222146ff6a210e9e1ceb9652e7cc2f5163f8c1b50d93e77eee,4037915833819129057,group-00492
Basil_Plant_Unhealthy/IMG_20201217_112805.jpg,Unhealthy,,300,300,64bbe6c6c037647a7a147d9aa461b00cb2abc06bc1b384d2dac539c8093c4057,9c6cd8ee3c459d590023b37ac55a2f40139812693d2b97bfdddff10f5ef42821,2752503620297157638,group-00493
Basil_Plant_Unhealthy/IMG_20201217_112809.jpg,Unhealthy,,300,300,45787a363d4448b437db3d2c72fa52ff533335e69fb599d65e642251351c6b2e,1d98e63e493e17283a09fd0cfc696b397041e80beec525bfcfb0534a0845978b,5047931897023938798,group-00494
Basil_Plant_Unhealthy/IMG_20201217_112810.jpg,Unhealthy,,300,300,d239de73a38150e1f1bd04b957dd85c1fa88ba7f5877b831fdc4767493dbc83b,b469a5b43b96067a8009fafac2db12a64e541b79b1eee6fccef7f7e954f57715,449719294081221358,group-00495
Basil_Plant_Unhealthy/IMG_20201217_112812.jpg,Unhealthy,,300,300,76bee949c373fc563374fc6aea5d7068eaa2c2d48ca19252d2409f2dbfce27af,66af771ad4eb2d124e1888a354d5a280f90d814efb40a64af799e78a4ccc5fd4,900072338499012494,group-00496
Basil_Plant_Unhealthy/IMG_20201217_112814.jpg,Unhealthy,,300,300,5d67918608748b3b704721e3ef3db1f0ad010096804f95581e26ad6d146de2d7,c79dcf314c72ddf6135cd6725b025a202072d420c1142848cf62948e44af97f7,76559345503160076,group-00497
Basil_Plant_Unhealthy/IMG_20201217_150537.jpg,Unhealthy,,300,300,e8a437c7987bb35ca89a182b2853acf94c3417e4204bf61c94979d84388b2dea,57fab73105deb94f62402a10a52fa4f7cbbeff82f6df6704f6a036b7cae1f9a2,50874673302571448,group-00498
Basil_Plant_Unhealthy/IMG_20201217_150541.jpg,Unhealthy,,300,300,c37a130fa792728e64be693d499a9f4e51da276a2e22662d9ce85c7a30da02e9,a0cafce31a540d1d7647dc2fed72c8e8449a63925b0e89517a119756f913fc1e,397389464014142448,group-00500
Basil_Plant_Unhealthy/IMG_20201217_150544.jpg,Unhealthy,,300,300,9fc1b7a56b7f2f9aeb8f123c9b43d199851fe86caec17a5680b59c9d72881229,4896fff6ff77b607517399df9210eddef0a38fd2cebf280f5a39eabeba285456,396826514060717046,group-00500
Basil_Plant_Unhealthy/IMG_20201217_150547.jpg,Unhealthy,,300,300,d463771a105175042243371711d7f458f2b1b9f8b7871db22321fe09a387c491,dbbcb31ca853e7bb65eb864d2b1957fa2a14242336b77486667720650b9323b9,4720774841765168126,group-00501
Basil_Plant_Unhealthy/IMG_20201217_150556.jpg,Unhealthy,,300,300,e7baf802e312ded69ce362f6d6ad26cc6d2fd441c0167f4b66346c2b64402ddc,5ec6edafb3cd51cce1c8ed1e89a6802238f6c3ccd1ac6e43da05cdadd7337a21,7164292497722887355,group-00502
Basil_Plant_Unhealthy/IMG_20201217_150600.jpg,Unhealthy,,300,300,7919baff2f02b3feeaea3da7dc7b98d5850afafa228fd51087759bbdf003daab,6f79330d6560f8dee025d703a825dd24e7208e51a8105c621b1f5308bd7ea442,2184828253457805755,group-00503
Basil_Plant_Unhealthy/IMG_20201217_150604.jpg,Unhealthy,,300,300,c99113f4d2aacaa16b60ff198ba27f55e4d053703d0436bd7ce36c7b0cf644d5,ef05316d58eb8e27531be5cd7ac41361f5e7f8a989786be1258e3039bc0d8b98,1031985793411250363,group-00504
Basil_Plant_Unhealthy/IMG_20201217_150605.jpg,Unhealthy,,300,300,dee88d7ecf12404aba985e6d2365fa58ffb39eea743575fb0b481d220d45bd8b,5ae36701d995cd931ef0410767c92668b533a39c19d1f610c7c8ee383ea060e0,1042144181324542139,group-00506
Basil_Plant_Unhealthy/IMG_20201217_150606.jpg,Unhealthy,,300,300,72e24deeecb6be385fe483657c7ed1eeccd4983f2a93f5e4df1a0eed69040e2c,e0d06fcca6b0c9da8e6a41a98c24a6f401a4b36f85062f0d8bc5a8284ab07177,1024130882326687931,group-00506
Basil_Plant_Unhealthy/IMG_20201217_150609.jpg,Unhealthy,,300,300,ebf36c0103d876ed9791e4b7fec4f63ae3f64d65dcd8b8a8cbba3df9123e101f,abd4c9fbec80a5fcd77054bccb5cd88cb8f9dd855ebde6b1dc807ed7dccf7888,3188043020752056507,group-00507
Basil_Plant_Unhealthy/IMG_20201217_150610.jpg,Unhealthy,,300,300,ff83cb93235675b4414d3dca6f7b98d51d09604aa085f063e08543540c744d4d,61ada71d0325df7a29eb04a0021fc4b35df9ff579222c29f4bb820bb38902438,1003286843801530555,group-00508
Basil_Plant_Unhealthy/IMG_20201217_150612.jpg,Unhealthy,,300,300,90c1f702e50e7e7634c3a92183edd228cd2d0b23a4230428442b50931c1ce92d,ac662a4a5be78b460371d150c0d199f89f26250c03c633efa603a21ecd9fda00,3223570389197975739,group-00509
Basil_Plant_Unhealthy/IMG_20201217_150615.jpg,Unhealthy,,300,300,b2c24d4532c489532860663ee139bb38fa57fbde35773e78cbe757c3b3ed7c34,20ddf38fc207bf9e09860b1e1e08eba954081cc1ae566a6db7d8390f613d7fd2,7373328946693358763,group-00510
Basil_Plant_Unhealthy/IMG_20201217_150617.jpg,Unhealthy,,300,300,f6ae9735560d02b5875fb8dc188e7a20df9f6aebeae6fac4ad63fd4240e6afa1,12b22def733d6195571c9d59bb01cd545f0616d304cf5fff5aaca7771f00a4f0,8679091088776185003,group-00511
Basil_Plant_Unhealthy/IMG_20201217_150620.jpg,Unhealthy,,300,300,b8c57579528024c90527b685f9ab5b86c48ca070d7521c199a073b025dd59913,11bd1b0aad37f07f77848e796c49dea58ee95cb707f2b5f006dad8bcda1711df,2052076346631418043,group-00512
Basil_Plant_Unhealthy/IMG_20201217_150623.jpg,Unhealthy,,300,300,28df2ff2803d915de0ec198e1c6a92a03258272d51986b57d9969a7a64136850,4c18a43377e408ba901c106c9c77260d7a54c852f3d1d26cc410cce99e1142cf,8698917738685963499,group-00513
Basil_Plant_Unhealthy/IMG_20201217_150626.jpg,Unhealthy,,300,300,c64574e80d9275fb3d55836e59901274cfdc81b84fc485fcb37051847281c7ce,10523eaa97035cb0e0cc1a7adfc6d30a1ff1e4b2c7b7eb916b6301dd3c58a859,2169694976946587115,group-00514
Basil_Plant_Unhealthy/IMG_20201217_150627.jpg,Unhealthy,,300,300,f189c8c2991ef666b163592e8a20c4241aad8a21b66dbbeb0233b5a46abc8afb,df9478a79201d6cc34344a1f270b4d5bc39bfeb368e5507311cef065dbf26e1b,9087257539690743019,group-00515
Basil_Plant_Unhealthy/IMG_20201217_150629.jpg,Unhealthy,,300,300,32deb99fd87c70eb7cdd000ac22a061e0d08f61a2af13a551a835d84324d4e35,8bf69453b370cf9efa9edf5840a4e497ac22ab1721184f5224cd37b9e8f4159e,8519770588976366827,group-00517
Basil_Plant_Unhealthy/IMG_20201217_150629_1.jpg,Unhealthy,,300,300,bd94047b9b5a45abc3e68de6617c24d22c09c957ec0aa0a237270a47e14a9411,bab0b22a413eaac9e1adf5b3dc7cc32ba2b33df251df787e60b04a940a3685d9,8511466939724449003,group-00517
Basil_Plant_Unhealthy/IMG_20201217_150630.jpg,Unhealthy,,300,300,22e71c06461891f2a688fb597f9d7e5c95a0f188e7aa43010cdd25a7474952fb,ecd4f69e229a9324e717ebd8f04f21315798ed47d2a52444def4ee822e093732,2170433780040647915,group-00518
Basil_Plant_Unhealthy/IMG_20201217_150631.jpg,Unhealthy,,300,300,9ba4485f450045b19fcf93d61a229faf95c4f4f06c79bf822962a37d6d94f9bd,23e9f8673ac289c68b1c5222383bd7a5644b276f88e7fe6a992ac66d2464f1c8,2170423061409195179,group-00519
Basil_Plant_Unhealthy/IMG_20201217_150735.jpg,Unhealthy,,300,300,bd5b122f06189dc04cec552da1f777de4bdc116ef5c836f8f7bf7140db04cf37,4839b259757e57769fe4eb427156be37f07b10ba8d601fa7c3aa0de19f9ee4b0,5298184115182801086,group-00520
Basil_Plant_Unhealthy/IMG_20201217_150737.jpg,Unhealthy,,300,300,9474940da77c8f97fdd51562a6e9056d1b15f8ecb6409c86c8dd8f25d566a5a4,0e07da5f98dcd815bceaa0f1f754340c27937fa1db5846b1151571eddc73e645,3897212657110127806,group-00522
Basil_Plant_Unhealthy/IMG_20201217_150739.jpg,Unhealthy,,300,300,b172c8dfce0ccaa340be14277fb1605ee0ec345ac4379a015aa8d680f5b444a0,cc34d15822ba879cb4036a64d49a591fce46f14c4f01f0cecbae84b6d8ee7e34,3897212657110127806,group-00522
Basil_Plant_Unhealthy/IMG_20201217_150741.jpg,Unhealthy,,300,300,438f6d7cebc81ab79e7ad2d25ab4ff199f15f0e27b7b4f66257574ffe3eaa9af,89cddca70dfb8d786e771f43a2f80f9d1f4317f73492024c7a5846fa5f8e5290,3329493021610513598,group-00524
Basil_Plant_Unhealthy/IMG_20201217_150744.jpg,Unhealthy,,300,300,aa3247482a300e9552f81b1438730d89daf203cae0cc8147bfc8f6f22f4a66ac,29720eb21c58a521aab7bb4ba6e64814351e5405937c12273fc08550e770c51d,3347507420119471294,group-00524
Basil_Plant_Unhealthy/IMG_20201217_150748.jpg,Unhealthy,,300,300,1e04112695c2c06166062c8ef5b83c5fedfbce6379a7f8e33ddac5526493065b,b6c508e840c2e4a88d1e5d995fce8482dd34aa37113dbe67746ad2f871572905,970773745140794606,group-00526
Basil_Plant_Unhealthy/IMG_20201217_150750.jpg,Unhealthy,,300,300,27fac41d366b3707518395466a36c23b8d370217e1a8ddde59a207b4a5a43d69,4b0e07eb67e4cc56e59bfba8ad0ea2e0bcbeb8ae21e48540c681c203cbaf59ec,970773744603927790,group-00526
Basil_Plant_Unhealthy/IMG_20201217_150752.jpg,Unhealthy,,300,300,0336e3a70d4d6b6959e4e2d8b6455af6f3d5ed6804ba72f0f36b1c7426d0c147,3dcc88df8242156bac69f6f10c59dc3df67cc345fb063926c0dcfdb894090db9,6981451734120322219,group-00528
Basil_Plant_Unhealthy/IMG_20201217_150753.jpg,Unhealthy,,300,300,248de6696d5b65e969d6454b0d1b010b16a05843049bdeee43fc6bf2e9c5725c,7e5f91de3136282a8130241c664f9dd371849f9bfd286fe5ac059c0bd347582a,6963419743427941547,group-00528
Basil_Plant_Unhealthy/IMG_20201217_150757.jpg,Unhealthy,,300,300,f8b3b9789444685a3a95c2ab9f535070371a510ef4668ea032e8768dfcc0f615,b1dc27f7da0d72993deb6a992cc0a8f83a105bd644ce943e1d75628ee87a735a,5261545639853208826,group-00529
Basil_Plant_Unhealthy/IMG_20201217_150759.jpg,Unhealthy,,300,300,bba2ed618371b3deb0d0f289c22f8a0aa6fb7f7d4d2c0f706d24ceeabca4a04a,619a98f61be9ddb315d9287df57690c061db9792e77016aa2e795f3fefc91077,4325674116309095610,group-00530
Basil_Plant_Unhealthy/IMG_20201217_150801.jpg,Unhealthy,,300,300,18d0813701785331d39cced83d81746547b76cee6e2766f6836f0d76b1b541ce,36c302f8da3f77288266497cbf6871e1367cd2a21e71517d723048e67e254d57,5797473857818653882,group-00531
Basil_Plant_Unhealthy/IMG_20201217_150802.jpg,Unhealthy,,300,300,c0ec3bdbb349ffc6db88e8b5ec279c048d6d01e48065aceb9908abf80d9f42b8,540f5415729b4d76ad9efb0dbd84cabead32ef4cc9023b010dcbaba7c6fca63b,1874878164393317626,group-00532
Basil_Plant_Unhealthy/IMG_20201217_150929.jpg,Unhealthy,,300,300,4beb028ccb2facd05348cecc4c966c3437f621e3e0f2a65c8f288e4c2270738a,62b7bc8f9945c4a6bd4c110eead475a4c56d8b3980e4da99108d4576311ec526,7864005819256075217,group-00533
Basil_Plant_Unhealthy/IMG_20201217_150930.jpg,Unhealthy,,300,300,8b1113de5feaaae605e48cde8430b9fd2d99c57989b9c39cbfe1e0787da8584c,9abd84cd159bfd5930f7c25fbdbfb337da4a848c196f465b8cb435f34ea733ed,8003687226693039041,group-00534
Basil_Plant_Unhealthy/IMG_20201217_150931.jpg,Unhealthy,,300,300,a3961e2772012ead66339b5a0789323bc9050dc9cabb0eef9615babf467fe034,3cf16aa50d37b9ca667e40f581399d878e36e9c259ab427c267496164d1f5c35,3804671115863700417,group-00535
Basil_Plant_Unhealthy/IMG_20201217_150933.jpg,Unhealthy,,300,300,13915908b1afaad85726f87b02932ebb46982ef568738da0ced9f96d1abd1ec0,2ede87eff8b7af35d9180d546276b0b6deee748d6f82e71f6c580f4021aa511f,1471736002715300801,group-00536
Basil_Plant_Unhealthy/IMG_20201217_150938.jpg,Unhealthy,,300,300,9e73716be538a7be5f670534d80eaa5150e894c99fe610ea85d65cd1e1a99680,2441572ae4b9801b73ebd7495c2685d9b6e6ae7817ea8d773a3acb0359ea3cd8,5226418853565415926,group-00537
Basil_Plant_Unhealthy/IMG_20201217_150939.jpg,Unhealthy,,300,300,4696e7d63a726371c77339595211da62aae5a71f9d355bac1af269f6a7f13118,5406edb06a5f0d348f7afbe76cad12b13a6e910e1f273a37390e6b0d9c9e5ed3,5089058789918360054,group-00538
Basil_Plant_Unhealthy/IMG_20201217_150941.jpg,Unhealthy,,300,300,bf87c5b49cae9a517687238e232442443582246a6f8c827704e3c8aa427d56e2,121b21505f1a32b70590cb8c226e1b756c6df27e42b630ca884a1d0fa9adcae9,881828398516791710,group-00539
Basil_Plant_Unhealthy/IMG_20201217_150942.jpg,Unhealthy,,300,300,a3bb62f75ac74c7d62668dea17736d3224ac584d4b4ee260f32f8f200f5e0c65,659a66aa75792d21be05addaf3719d106fd0e8c5dc1549ad5d890bff8b689c06,1763373975072793022,group-00540
Basil_Plant_Unhealthy/IMG_20201217_150944.jpg,Unhealthy,,300,300,4e94fbaaa59af42f63bb0641c66ae6e452cd731dd3dac088e67eb32a7a91e643,695842e403ca05c6402096cc34df0ea1a2bb06edb317eaf1befdc50e22ddb7c0,448372903069204918,group-00541
Basil_Plant_Unhealthy/IMG_20201217_150947.jpg,Unhealthy,,300,300,2edc4fca9c9203a0b97898d63a5f0ca36ca0efe85886151f805696d0e336be3c,c70b1ddd1521cd2402df62451337c74026937fb6b469394dcbd35706b5afc7c7,826553089074512310,group-00542
Basil_Plant_Unhealthy/IMG_20201217_150953.jpg,Unhealthy,,300,300,9276339fc9a576bd99dfdd988e1c6cdc348fe4d9d8b9973754d6495bffb4f8bd,c92f7ee8501b655ac3f7caf0ebedd5db2feace26bafc40ff988d4610e1a0c5c4,2193485259801601366,group-00544
Basil_Plant_Unhealthy/IMG_20201217_150954.jpg,Unhealthy,,300,300,36f61ef1973b12ef91d37298855b7990faf20b706456f9de4bfed8b7534de876,184eb4cac66f2eeb6567e75d1177aae2a0967f3505846afb0dd4443e44419fa0,2193485122362649942,group-00544
Basil_Plant_Unhealthy/IMG_20201217_150959.jpg,Unhealthy,,300,300,d2da0b8779d9ca7f080a6fbd036a355106ff297bcf745e123870f1d93915fc51,d247722a7765ac5abdd87cd2191238986a81092ce030e1d79ce13e34aa07af5e,3324209285202155844,group-00545
Basil_Plant_Unhealthy/IMG_20201217_151001.jpg,Unhealthy,,300,300,eda758bd58bbb1f8d0432bf9d0bc61a233f6811d170c09b6d7c655c3d49d55c1,93b5df28d23b9a60fd1608b8d66fd87df4e96ff525084735bb2a1ad372a77ecc,1018367642325454916,group-00546
Basil_Plant_Unhealthy/IMG_20201217_151003.jpg,Unhealthy,,300,300,e8870ab83cd3ec05b787fab254672862307e668bd5b6b3af16fcce0518f40ec2,a7fc6ad440c28880779dd289accac78607fecc330b30795bf52f41136c7f7fe8,9205518620263827958,group-00547
Basil_Plant_Unhealthy/IMG_20201217_151006.jpg,Unhealthy,,300,300,5650f824f7d4f89cd4856f4562751b209038319d3fb367c74bd68ff60225dff3,9cee4441ed65d71305856f79eae98356ea9a75a709ffb85f6a2a18736510a856,3182985209863951610,group-00548
Basil_Plant_Unhealthy/IMG_20201217_151008.jpg,Unhealthy,,300,300,c9fcd589ae965b7a37febf0e53a7c7d56bbd487865ca20072671df26699351c8,3a559e7a28fd4709aa17408bd41cab45d60ee3de1e7ccb5142234dd4991dca96,2069876849077540094,group-00550
Basil_Plant_Unhealthy/IMG_20201217_151009.jpg,Unhealthy,,300,300,a171c71380e56cab8b27a1e13fb0af3e5ecff7bb3824c84e1700870c05bad4c5,840c7f5ad8ee6e37a37b90a2cad21408cb9e701e7f2e11c65a3994110dba1410,4339691044109178110,group-00550
Basil_Plant_Unhealthy/IMG_20201217_151012.jpg,Unhealthy,,300,300,2fb6398b4a8e2285de23872205c798bafbb0fd09529bab07b5511f8b147fb4e4,89f74648e0efd2060abab407b269628c6bca518b0695919f53c3a2426228fc31,7053829066096531182,group-00551
Basil_Plant_Unhealthy/IMG_20201217_151015.jpg,Unhealthy,,300,300,e9604e39abdb003a42687d3150b7fa1b02b3a47853bebbbdedb0cb7f9ba487a9,7485625a4402cf31565a774967a07ead9a7e8a88962b5db6702be4b8771d3e1f,1824629941799719867,group-00552
Basil_Plant_Unhealthy/IMG_20201217_151021.jpg,Unhealthy,,300,300,6f655e94e1ca15c25fd7e5ed61e12f10134aa86e9e18e77b56d9cd6f4935a600,04fe935d053c6597cc218084bea0cb0d28b38a7a89fd191c73e36d0b03a0b2ad,8949178075686474991,group-00553
Basil_Plant_Unhealthy/IMG_20201217_151025.jpg,Unhealthy,,300,300,d5927ac0eb28313cb174840df68f66af1228a3ec1f32a274be3c02a3bd9fe593,c12c66ee05a204fa7d69e6e51180a5baf5fbd8d62837552d57c246604448e2a1,1406686981885314238,group-00554
Basil_Plant_Unhealthy/IMG_20201217_151031.jpg,Unhealthy,,300,300,89a02e812d0c6b04b7ccfc9ba8c4f3883770f319c59c282222b2ad0c850d4235,af67bf3849efcc09c4b97a0cd6ebf6143328a5c020a3879367b04c9096969510,1429407322845983547,group-00555
